Temperature,Humidity,Gas_Value,Fire_Hazard
23.37,41.47,72.53,0
54.23,15.8,1158.68,1
26.77,48.29,207.53,0
19.54,56.4,254.22,0
33.31,32.19,427.21,0
56.74,9.78,723.46,1
20.58,30.81,460.5,0
44.12,28.82,819.13,1
43.55,12.32,1189.24,1
52.01,31.31,1127.63,1
26.43,83.49,599.87,0
21.52,55.16,637.75,0
45.51,22.64,1070.65,1
57.57,28.06,805.19,1
42.49,43.65,479.08,0
43.27,6.06,733.54,1
42.33,78.23,448.73,0
46.36,17.92,679.14,1
48.96,10.45,845.79,1
28.61,64.92,362.21,0
39.35,76.05,223.03,0
55.73,21.06,1073.84,1
38.646865910242,84.21956673525375,592.4738822371386,0
21.1,44.63,184.61,0
54.86,27.29,1029.99,1
33.36,88.8,24.4,0
51.05,32.56,680.9,1
27.61,25.48,149.66,0
38.52,26.08,293.57,0
49.55,30.02,716.35,1
28.06,53.03,584.77,0
58.11,20.68,667.21,1
17.47,42.28,514.99,0
57.72,25.03,881.5,1
41.97,21.63,717.58,1
48.1,16.78,603.1,1
42.62,20.46,788.13,1
15.39,51.29,656.55,0
55.62,9.25,1079.41,1
41.89,47.48,258.07,0
50.09,19.15,852.66,1
15.48,61.08,152.37,0
53.56,27.31,1090.67,1
45.94,13.26,1110.92,1
35.74,32.11,342.17,0
45.57,29.76,787.11,1
48.05,8.49,1171.87,0
58.68,25.2,828.07,1
49.54,8.48,1093.63,1
52.15,21.3,766.37,1
47.81,19.02,635.05,1
24.17,44.98,373.79,0
34.31,73.85,771.15,0
17.0,29.57,279.65,0
56.4,27.27,926.98,1
27.24,45.73,493.34,0
38.15,66.38,259.84,0
23.95,60.28,336.51,0
45.74207934792476,9.314804208928553,862.1412175170744,1
41.93,43.97,690.31,0
44.56,24.4,662.45,1
21.48,61.66,716.31,0
47.52219021466205,30.51362596266158,1003.7482996433647,1
34.26,53.5,462.75,0
48.18,6.23,659.26,1
48.55,30.24,1188.82,1
31.31,80.92,210.24,0
38.75,82.08,342.92,0
57.55,22.18,1022.01,1
42.18,23.37,1113.52,1
36.58,71.83,678.31,0
49.87,23.86,894.79,1
48.57,24.63,1063.52,1
32.58,88.94,410.72,0
44.52,30.2,92.38112699578551,1
22.06,32.8,614.69,0
44.47,16.83,689.62,1
56.6,33.24,843.91,1
46.31,33.76,623.76,1
30.7,47.84,498.85,0
58.45,26.28,907.28,0
57.38,5.11,823.27,1
56.78,8.03,855.24,1
20.31,38.18,199.42,0
20.18,46.01,782.1,0
26.31,75.82,329.92,0
49.24,21.96,877.53,1
54.45,5.59,1189.96,1
39.99,76.97,189.65,0
48.67,14.83,1121.21,1
58.02,28.57,612.56,1
51.38,14.69,881.23,1
33.65,70.15,683.85,0
17.52,60.07,377.58,0
21.76,69.64,771.4,0
44.54,29.72,1095.94,1
41.11,5.67,683.19,1
59.39,24.72,929.09,1
50.65,26.56,830.4,1
56.67,16.67,1149.01,1
42.55,29.47,807.31,1
42.27,9.71,901.08,1
44.84,8.66,1134.09,1
23.93,67.68,133.44,0
21.36,34.05,793.37,0
23.29,67.71,673.31,0
53.85,32.89,1037.81,1
16.3,71.58,281.82,0
38.22,22.94,504.56,0
26.34,26.73,763.61,0
42.02,54.92,760.5,0
57.23,17.03,999.58,1
58.8,32.83,1113.1,1
51.52,23.54,1099.88,1
35.72,32.96,4.83,0
32.38,70.73,68.56,0
41.07,10.19,621.95,1
15.99,77.39,651.67,0
50.93,10.47,1010.1,1
57.79,33.87,1193.75,1
37.69,74.21,362.0,0
55.33,27.4,979.56,1
39.22,76.89,445.66,0
42.75,11.23,1084.79,1
30.29,70.76,230.92,0
29.41,52.72,155.86,0
55.27,12.12,852.9,0
19.9,64.38,393.21,0
44.57,5.11,1137.54,1
43.0,24.88,713.97,1
20.0,87.72,608.58,0
56.19,24.45,1051.37,1
45.03,23.42,800.26,1
41.96,23.67,606.51,1
46.95,26.25,709.46,1
53.85,16.77,784.98,1
50.6,8.55,872.86,1
47.3,6.57,1053.33,1
48.5,33.35,899.26,1
24.8,69.98,699.6,0
45.73,5.7,614.33,1
30.23,48.71,219.38,0
33.01,62.95,211.65,0
26.21,60.2,103.42,0
48.4,7.06,930.02,1
32.27,87.79,637.59,0
34.5,51.9,93.16,0
46.21,8.41,909.47,1
15.01,72.36,153.88,0
47.8,30.53,1184.05,1
27.25,88.45,261.38,0
30.42,38.04,306.52,0
33.34,56.18,324.35,0
31.46,45.62,634.76,0
30.72,62.52,626.37,0
46.02,18.15,824.03,1
46.16,11.07,1017.59,1
58.03,14.73,730.35,1
29.51,30.76,638.79,0
27.27,48.49,642.06,0
18.26,25.04,208.07,0
43.71,29.47,1090.23,1
20.04,85.26,615.52,0
57.5,14.36,1024.66,1
35.12,30.06,248.99,0
54.9,21.74,873.52,1
44.82,76.61,119.01,0
35.68,45.27,199.39,0
58.6,28.8,860.15,1
59.46,20.8,1058.64,1
52.86,24.91,610.2,1
56.02,8.69,1017.69,1
56.31,8.69,1184.28,0
51.84,28.33,847.73,1
42.91,20.96,309.69,0
45.87,16.12,869.29,1
55.27,7.32,1096.89,1
41.31,42.92,761.82,0
54.55,30.6,950.14,1
52.64,19.39,752.36,1
44.03,48.58,629.94,0
44.05,86.07,125.86,0
34.68,82.67,566.23,0
41.92,23.61,353.51,0
47.27,10.3,794.5,1
48.12,19.67,821.96,1
58.66,9.18,864.23,1
51.99,12.9,1078.4,1
48.79,16.59,1108.45,1
20.28,21.37,303.65,0
23.13,65.39,656.18,0
19.66,55.78,229.02,0
38.87,74.81,380.45,0
24.85,37.97,737.92,0
47.74,10.4,1101.3,1
37.65,50.8,525.2,0
27.69,79.27,666.62,0
15.01,26.77,298.58,0
51.65,10.12,953.69,0
55.46,16.11,716.21,1
55.34,33.15,611.42,1
24.72,77.65,31.43,1
30.12,60.29,559.09,1
33.76,79.82,267.33,0
41.08,43.41,436.52,0
45.15,21.0,679.66,1
44.0,42.09,487.25,0
39.13,26.76,379.91,1
27.24,55.86,182.86,0
58.06,26.09,685.49,1
55.63,18.56,1124.59,1
39.54,59.38,79.89,0
35.48,24.03,203.44,0
44.72,39.39,544.8,0
38.24,80.87,406.2,0
54.14,32.37,1067.82,1
16.61273231293868,27.907622169593232,394.38282508969456,0
55.39,18.41,691.29,1
41.08,24.46,1080.1,1
43.64,14.04,1066.28,1
15.51,22.04,238.77,0
42.68,53.03,265.0,0
42.26,32.43,1064.41,1
43.08,33.98,1145.92,1
31.78,41.74,514.35,0
53.44,15.83,858.22,1
30.65,47.39,378.06,1
29.07,54.02,234.83,0
38.9,85.1,510.51,0
48.15,20.8,886.11,1
42.56,18.84,745.08,1
45.75,27.64,1196.71,1
39.3,34.26,72.97,0
55.08,9.1,1132.8,1
37.01,74.68,246.35,1
32.98,62.53,690.44,0
51.62,25.55,922.32,1
40.57,39.66,555.62,1
39.62,40.91,130.82,0
31.81,69.02,478.51,0
41.26,13.38,938.06,1
57.49,22.26,891.04,1
20.51,47.82,53.23847130744477,0
31.36,54.28,518.95,0
58.33,6.88,1061.74,1
50.97,14.11,709.72,1
54.08,17.29,757.22,1
47.98,21.29,757.42,1
52.48,12.4,1073.61,1
26.55,64.34,706.64,0
51.29,13.11,709.72,1
57.42,23.68,917.93,1
53.77,23.18,649.39,1
43.9,7.9,1102.51,0
46.8,14.3,1199.25,1
40.28,81.89,437.05,0
44.44,24.41,1143.85,1
43.28,22.29,729.46,1
55.3,14.87,714.42,1
34.36,74.98,430.05,0
41.27,7.52,654.31,1
41.82,25.6,948.06,1
34.79,83.35,788.44,0
13.35794583316281,70.4961460558834,582.9007753933253,0
25.89,57.36,246.43,0
50.94,8.69,1109.59,1
36.46,39.39,286.79,0
31.55,52.88,288.33,0
57.83,25.31,821.66,1
41.59,7.49,1068.8,1
20.76,30.25,175.52,0
36.79,64.27,179.46,0
38.63,28.26,279.64,1
43.67,25.89,667.52,1
52.47,32.32,1129.56,1
39.8,83.33,510.48,0
59.75,17.65,1098.96,1
58.2,15.76,820.39,1
52.87,31.75,821.84,1
50.51,28.51,952.02,1
39.4,84.25,329.19,0
55.62,32.04,733.73,1
35.88,53.92,159.06,0
33.51,78.21,338.52,0
44.77,5.56,694.4,1
28.0,57.33,735.69,0
55.1,23.09,843.73,1
33.25,34.32,226.55,0
29.74,32.38,369.27,0
39.54,57.35,19.38,0
33.94,31.16,375.42,0
41.98,6.15,709.57,1
51.21,10.04,1018.78,1
43.76,40.86,96.45,0
53.21,7.58,964.61,1
32.74,42.52,717.41,0
53.0,21.72,1019.93,1
58.84,20.0,791.65,1
55.07,27.88,997.4,1
44.93,8.71,1196.86,1
46.82,9.95,639.26,1
41.35,69.49,125.93,1
55.01,28.02,655.56,1
53.87,28.86,1197.52,1
57.91,20.01,802.82,1
41.67,23.66,851.06,1
26.16,83.12,410.7,0
30.46,37.92,757.89,0
40.68,30.78,506.43,0
48.53,28.83,778.78,1
41.179827439494744,54.81524417741487,130.67291464657902,0
56.48,21.84,875.29,1
18.84,89.78,762.65,0
59.01,29.59,819.34,1
38.15,24.7,169.83,0
52.1,25.09,630.62,1
42.31,5.4,1175.26,1
16.37,69.14,794.92,0
18.33,55.94,543.05,0
31.27,49.3,398.35,0
17.51,27.68,518.49,0
59.15,18.04,919.07,1
21.85,65.84,719.79,0
43.93,9.71,960.47,1
41.52,14.73,948.97,1
45.01,33.36,826.15,1
47.79,17.72,715.28,1
30.45,69.74,655.57,0
50.94,10.63,1114.09,1
34.49,50.41,560.13,0
56.09,17.96,653.9,1
44.42,32.15,880.51,1
52.88,29.62,771.45,1
52.72,6.84,1197.04,1
36.01,81.52,59.49,0
35.93,56.29,623.38,0
25.18,84.08,197.23,0
58.61,9.52,1112.88,1
44.45,10.7,902.42,1
39.93,87.1,120.02,0
52.79,26.59,710.43,0
27.89,36.25,470.84,0
28.78,20.95,39.36939533975087,0
25.71,64.64,771.9,0
50.8,6.55,748.25,1
56.21640277414138,18.463528340743107,847.5354896863286,1
56.74,26.69,886.0,1
46.69,21.25,989.25,1
46.85,21.03,898.01,1
15.11,53.47,125.34,0
45.5,14.38,752.96,1
41.46,52.03,23.69,0
50.85,6.58,1165.46,1
53.31,25.46,661.54,1
27.73,21.47,397.17,0
29.46,87.33,127.0,0
22.1,79.33,372.64,0
24.75,30.15,683.93,0
35.71,67.44,601.78,0
55.44,26.02,991.53,1
34.14,87.59,783.87,0
57.22,29.02,891.98,1
22.85,44.0,223.94,0
15.06,87.38,341.99,0
46.96,25.1,1039.45,1
28.02,41.03,505.73,0
37.33,66.84,790.89,0
28.45,51.63,680.39,0
34.85,64.13,324.87,0
59.38,25.75,859.56,1
45.0,18.51,857.88,1
38.36,36.32,724.23,0
56.53,24.62,1109.63,1
19.3,22.21,367.37,0
49.18,28.5,998.41,1
20.46,44.87,571.07,0
23.53,24.96,544.22,0
44.77,32.07,87.28878499603157,1
34.37,85.35,384.45,0
17.86,25.32,317.72,0
49.65,17.67,918.41,1
35.74,83.81,484.79,0
25.79,72.56,314.06,0
47.3,25.01,706.1,1
48.09,17.8,704.01,1
44.03,19.11,833.01,1
30.06,78.81,756.96,0
50.36,28.97,883.9,1
40.5,69.03,280.39,0
42.1,32.98,1058.22,1
33.28,21.54,150.41,0
56.32,20.97,681.58,1
59.86,5.03,993.48,1
16.67,67.83,541.42,0
56.25,32.05,1194.85,1
43.83,19.01,607.61,1
47.791270003387766,21.68336232596075,994.4886330112273,1
17.79,46.32,157.57,0
44.45,18.34,956.87,1
48.02,17.14,1159.21,1
33.68,57.68,176.07,0
45.05,21.07,667.24,1
54.33,18.8,661.83,1
24.97,80.84,672.68,0
56.39,7.17,898.12,1
44.15,44.56,34.82,1
47.51,8.37,785.73,1
25.8,80.87,308.74,0
53.98,27.67,879.41,1
39.94,89.19,42.56463329723189,0
23.15,47.09,182.05,0
49.67,31.97,1041.91,1
19.91,47.17,503.5,0
58.92,32.95,624.63,1
52.3,9.08,977.69,1
27.34,26.07,122.1,0
53.43,20.0,1197.37,1
43.01,5.37,1034.55,1
58.74,31.69,878.67,1
49.22,14.27,11.876741294061999,1
26.04,71.64,76.96,0
53.48,12.85,876.29,1
33.63,61.77,773.74,0
55.89,8.87,1150.46,1
55.47,14.77,802.21,1
57.17,22.54,964.49,1
44.34,38.96,793.66,0
41.71,49.78,222.19,0
47.5,11.09,1143.38,0
35.17,48.44,347.01,0
41.29,71.45,276.09,0
48.22,25.59,1133.34,1
43.78,14.34,958.45,1
22.03,30.38,454.43,0
50.18,12.15,1095.2,1
42.12,87.86,613.03,0
39.04,73.92,59.87,0
43.99,63.26,766.03,0
51.29,7.18,969.03,1
59.39,8.8,909.81,1
47.75,21.41,1187.67,1
29.95,44.75,701.05,0
31.3,56.32,151.27,0
45.54,19.11,630.43,1
18.99,34.05,573.12,0
52.33,15.33,602.47,1
55.53,29.15,610.91,1
43.06,19.61,840.24,1
52.34,5.64,1067.35,1
15.97,65.13,362.43,0
53.71,12.69,1065.91,1
33.36,77.87,328.61,0
45.0,21.98,608.58,1
42.1,84.79,116.81,0
19.76,85.17,239.98,0
46.21,9.36,66.53280525803787,1
17.7,71.21,372.67,0
49.35,18.32,689.88,1
41.21,21.15,1061.77,1
51.59,14.66,711.91,1
19.93,24.64,411.08,0
41.15,47.87,237.92,0
51.57,22.9,941.13,1
28.37,26.22,528.93,0
53.57,18.97,772.15,1
48.08,9.39,869.32,1
43.39,23.7,1052.96,1
44.52,30.93,768.39,1
44.70042229892652,8.53848381642778,1004.7131818929593,1
24.75,78.13,258.02,1
50.44,5.34,863.62,1
35.111623295954004,41.946546677753766,644.583823236265,0
30.42,88.06,386.12,0
18.24,38.46,148.73,0
23.57,58.32,597.86,0
51.19,6.48,616.78,1
43.36,7.7,607.68,1
42.69,27.43,514.57,0
44.39,61.78,756.19,0
40.01,59.8,231.41,0
28.3,52.69,523.7,0
52.41,21.6,1115.16,1
28.44,71.25,158.43,0
51.35,23.05,935.03,1
38.34,89.59,95.89,0
27.45,23.17,670.37,0
42.93,28.25,1073.34,1
44.09,10.27,859.61,1
57.84,21.82,622.99,1
57.6,33.08,680.9,1
39.08,63.34,651.12,0
42.51,30.14,1057.95,1
53.68,25.21,603.35,1
38.41,89.12,26.27,0
41.36,11.38,694.12,1
17.07,22.94,44.31,0
26.72,24.03,754.37,0
43.03,12.33,873.91,1
55.55,8.88,851.95,1
33.05,25.46,286.05,0
17.12,35.4,496.58,0
39.24,56.8,301.41,0
50.51,20.31,962.04,1
41.79,6.69,1165.2,1
56.16,20.32,789.37,1
59.29,32.9,633.07,1
23.39,85.72,48.02,0
49.79,23.71,702.76,0
55.56,10.98,943.28,1
54.19,21.18,1155.97,1
21.64,78.6,325.28,0
45.37,20.36,933.45,1
19.88,83.95,401.46,0
40.53,51.96,70.43,0
50.01,18.86,1020.41,1
26.37,32.97,38.23,0
50.14,13.48,823.06,1
52.27,12.82,942.14,1
20.4,59.12,206.97,0
51.79,18.82,1085.3,1
52.02,25.37,1126.09,1
57.38,12.96,1110.42,1
50.55,18.95,660.33,1
57.31,14.33,1055.0,1
19.79,59.24,633.48,0
45.6,15.96,1161.21,1
58.27,9.76,1188.84,1
20.33,22.21,21.85,0
20.87,80.24,512.89,0
54.9,5.28,932.22,1
32.18,76.11,481.76,0
42.4,17.0,702.71,1
40.18,76.16,97.94,0
15.24,33.26,40.41,0
41.35,20.91,168.47,0
16.3,70.42,381.69,0
46.54,22.59,968.1,1
59.47,22.02,926.79,1
53.53,28.51,1038.08,1
47.52,30.85,862.98,1
51.14,17.47,1050.56,1
26.65,87.85,101.7,0
18.44,74.9,69.1,0
44.51,29.43,1126.78,1
45.3,28.09,1088.06,1
47.34,25.55,1172.83,1
31.12,40.05,614.11,0
15.97,52.2,380.83,0
39.41,77.22,255.8,0
44.97,25.92,1013.91,1
55.51,13.28,965.92,1
50.18,12.83,693.09,1
56.36,16.01,807.53,1
46.13,14.2,1075.54,1
41.0,33.02,1111.65,1
41.43,16.47,860.8,1
34.23,63.07,479.72,1
48.1,29.97,784.18,1
24.45,82.01,18.32,0
43.6,32.33,196.47,0
44.22,30.03,1161.2,1
52.13,20.5,730.68,1
22.29,26.64,82.27,0
35.66,54.98,30.12,0
46.96,18.57,859.0,1
54.43,14.76,1119.87,1
56.48,28.46,67.9317365656695,1
44.15,13.07,1193.46,1
19.22,35.54,517.27,0
39.37,59.73,187.95,0
30.49,59.57,262.14,0
49.77,6.66,776.11,1
43.23,35.32,710.91,0
39.02192523423395,86.80387876279212,185.59273796000943,0
18.17,21.22,692.77,0
28.21,78.11,475.06,0
49.7,16.66,606.54,1
43.99,11.08,1016.05,1
42.07,17.62,1135.38,1
42.14,9.01,873.51,1
28.34,61.42,53.33,0
44.33,27.91,734.82,1
44.23,26.75,991.86,1
24.78,46.18,409.19,0
58.3,28.05,740.32,1
44.64,27.92,1126.23,1
42.28,59.81,480.17,0
31.96,60.97,306.96,0
37.43,84.45,578.43,0
16.7,40.61,660.09,0
35.45,86.44,227.48,0
59.77,22.29,707.21,1
22.29,66.57,154.26,0
51.26,20.28,933.15,0
48.50104486155591,16.22412035246348,988.49785131885,1
19.73,57.2,670.8,0
57.84,23.49,1110.62,1
54.34,19.39,906.36,1
27.22,87.33,726.09,0
34.41,55.07,416.62,0
51.54,30.05,854.69,1
49.75,10.72,1034.52,1
20.48,21.34,712.65,0
38.97,52.21,750.17,0
58.27,10.7,766.86,1
53.27,7.08,1184.14,1
15.99,44.96,521.78,0
46.25,7.87,1004.69,1
42.45,7.97,698.18,1
57.68,7.16,1174.73,1
42.61,13.28,1123.35,1
32.86,33.61,624.02,0
54.163701220639524,29.977678780528617,901.8515649638772,1
57.19,16.17,841.74,1
43.28,5.57,609.18,1
59.05,15.34,1091.68,1
29.69,58.75,204.09,0
25.95,74.01,107.6,0
42.64,14.79,778.81,1
41.93,28.09,509.34,0
26.14,85.31,319.01,0
44.18,20.59,935.41,1
29.15,65.08,488.41,0
49.58,8.58,1026.52,0
55.4,14.18,948.4,1
46.03,16.51,611.52,1
47.50203183670245,33.48109364296648,1078.2667500967245,1
46.23,12.97,1059.45,1
44.58,57.22,235.5,0
19.71,69.09,264.76,0
59.83,25.57,870.78,1
51.96,32.75,605.34,1
41.4,33.72,437.91,0
48.47,27.54,1061.86,0
43.14,31.46,797.68,1
33.26,68.85,674.85,0
57.96,23.07,847.66,1
54.02,7.75,882.85,1
54.76,9.88,922.74,1
46.15,28.52,924.43,1
17.3,24.35,340.13,0
54.89,6.16,1049.72,1
43.85,27.99,859.6,1
27.46,55.26,350.77,0
50.72,27.54,744.27,1
44.05415369754321,16.740187116908913,797.1627301447136,1
26.85,44.75,85.17,0
57.09,22.59,721.67,1
59.3,28.46,1140.93,1
59.96,12.52,714.22,1
44.35,17.53,754.0,1
58.79,6.99,953.14,1
24.45,75.53,294.58,0
41.46,10.77,657.9,1
31.52,64.68,309.87,0
58.0,7.46,846.5,1
59.0,10.77,1029.94,1
44.81,22.97,615.9,1
57.3,5.11,989.78,1
17.45,73.46,261.74,0
42.49,22.3,920.7,1
37.03,52.25,217.29,0
26.6,36.19,103.02,0
45.01,29.54,762.63,1
51.18,23.85,1011.87,1
56.72,11.61,601.85,1
56.52,11.83,886.08,1
48.96,11.23,871.27,1
38.78,85.83,276.81,0
40.52,75.74,423.07,0
57.93,20.99,741.21,1
46.81,5.17,755.46,1
36.92,81.68,376.97,0
52.52,33.32,696.62,1
47.35,30.15,678.23,1
20.87,41.73,237.05,0
53.57,24.01,1163.6,0
35.97,65.64,2.65,0
23.48,30.21,255.84,1
43.89,31.33,646.9,1
47.43,22.95,1067.26,1
37.39,80.01,113.9,0
41.24,84.51,529.89,0
49.63,22.32,1187.56,1
41.91,23.15,384.55,0
28.76,57.88,251.65,0
41.49,26.42,693.03,1
37.44,82.76,515.44,1
44.56,59.23,551.15,0
41.69,68.35,682.87,0
56.17,5.52,843.15,1
49.34,6.13,735.63,1
38.5,70.07,221.15,0
47.37,20.3,1181.58,1
25.27,49.03,294.52,0
28.54,55.83,236.18,0
42.59,8.64,1196.27,1
47.99,11.91,1028.72,1
24.83,24.12,237.94,0
50.73,5.61,908.37,1
52.62,31.56,679.29,1
49.24,6.56,721.45,1
44.89,46.65,551.51,0
56.55,29.91,895.67,1
31.36,27.72,21.94,0
42.98,14.3,1154.5,1
33.81,58.0,672.71,0
21.97,54.53,392.91,0
51.43,27.31,1027.85,1
45.84,33.69,1114.92,1
43.12,83.4,183.91,0
28.32,35.7,238.61,0
50.6,16.98,730.65,1
51.28,14.25,619.44,1
28.24,71.69,636.57,0
15.77,70.21,486.09,0
53.98,12.5,1066.21,1
41.29,25.8,760.76,1
56.87,33.55,676.24,1
46.77,27.37,848.64,1
51.55,15.54,1124.95,1
58.65,25.36,1181.37,1
48.55,25.86,722.16,1
19.81,85.63,141.22,0
21.062977526330737,52.89239927129461,486.17391650381734,0
52.4,13.51,1061.64,1
48.64,16.23,1070.56,1
52.08,25.9,1068.78,1
51.87,13.65,929.32,1
29.74,60.39,166.47,0
22.19,87.94,343.06,0
55.6,25.96,796.26,1
42.28,26.7,676.1,1
22.63,30.42,84.34897555940103,0
21.9,32.64,208.55,0
46.93,29.51,727.7,1
49.78,28.28,1086.68,1
55.45,20.55,986.72,1
47.58,24.01,699.38,1
52.87,33.59,1064.86,1
21.81,37.08,452.32,0
59.24,27.99,1016.49,1
57.41,32.88,639.42,1
54.24,27.7,834.73,1
48.88,23.53,949.95,1
43.74,24.83,35.29,0
45.0,50.62,370.59,1
38.21,35.44,18.56,0
42.29,78.79,480.01,0
59.85,11.22,812.54,1
17.14128108341403,26.53995881285325,825.220697252038,0
57.16,23.13,1117.58,1
47.21,25.7,1022.08,1
19.2,51.38,302.12,0
56.37,24.55,1124.42,1
48.91,28.29,1108.83,1
25.1,79.57,321.49,0
49.668736781615095,14.74466369602201,604.801176197237,1
59.37,6.43,670.81,1
19.97,74.56,305.72,0
58.97,19.02,919.81,1
44.05,13.66,1105.17,1
46.59,31.75,1062.52,1
39.45,42.26,747.79,0
42.18,32.36,1171.43,1
22.4,63.74,186.88,0
49.31,26.03,861.01,1
29.75,78.01,700.82,0
23.36,51.84,298.36,0
55.45,33.79,747.19,1
33.27,25.14,636.49,0
53.26,17.93,711.41,1
21.04,41.9,238.1,0
53.33,21.09,634.56,1
41.26,12.02,925.93,1
57.91,30.57,1124.87,1
33.8,67.23,297.96,0
28.6,42.0,588.24,0
24.82,55.17,591.12,0
22.1,42.85,308.74,0
58.93,33.6,1018.06,1
46.46,25.1,947.95,1
41.7,50.18,613.08,0
42.56,27.39,655.45,1
30.7,63.07,791.28,0
43.11,25.42,1088.84,1
44.17,10.97,936.44,1
36.42,82.43,243.44,0
28.99,75.82,58.37,0
41.78,25.74,884.88,1
43.48,9.67,870.16,1
23.17,26.63,379.94,0
31.5,37.21,144.15,0
32.6,41.65,386.06,0
42.83,64.37,273.78,0
58.89,19.86,880.73,1
29.16,36.5,360.7,0
37.43,20.59,380.14,0
55.46,23.08,1086.59,1
26.48,22.73,745.68,0
53.8,5.88,1079.42,1
36.59,28.63,728.99,0
24.85,80.32,721.19,0
59.34,13.81,718.06,1
16.1,34.0,677.69,0
42.59,7.83,1070.57,1
41.6,27.7,860.28,1
59.53,25.67,1048.8,1
18.32,69.19,509.05,0
43.7,38.5,3.72,0
34.25,55.55,478.8,0
23.46,32.01,94.09646143463672,0
22.27,73.73,334.94,0
17.98,20.32,112.61,0
49.41,28.06,745.64,1
43.19,18.16,859.54,1
56.35,25.33,895.78,1
20.82,63.95,65.22,0
54.36992398914472,13.387703134310494,1027.0580456618331,1
45.25,29.5,1079.3,1
49.11,8.94,962.1,1
38.99,73.43,761.63,0
33.47,77.51,729.03,0
15.39,53.66,580.3,0
41.5,18.65,1051.33,1
19.29,60.4,306.95,0
37.58,26.52,112.27,0
50.43,20.59,875.3,1
44.21,12.78,717.03,1
59.23,29.27,1086.31,1
34.02,68.32,7.41,0
47.21,20.61,882.79,1
39.14,51.91,697.41,0
47.47,11.6,799.68,0
58.61,18.04,840.99,1
43.02,81.49,696.37,0
41.27,9.35,1053.05,1
19.15,43.32,748.9,0
58.83,31.74,1028.76,1
32.48,80.07,124.88,0
48.22121048680814,10.550034551577173,640.2673004105282,1
52.31,28.2,944.63,1
54.92,29.82,1095.54,1
30.51,46.71,770.11,0
18.46,59.48,516.58,0
37.38,81.21,766.55,0
57.62,19.89,614.83,1
59.45,21.1,1065.81,1
31.04,70.2,234.35,0
43.03,9.95,1186.21,1
34.53,88.25,179.01,0
58.87,13.39,783.36,1
53.2,25.24,880.06,1
47.12,30.98,976.25,1
54.13,30.67,1057.83,1
31.77,61.8,722.81,0
52.37,8.19,650.33,1
39.24,62.44,379.35,0
38.28,28.11,420.4,0
31.82,39.73,602.38,0
58.39,27.64,971.54,1
42.28,8.74,811.51,1
43.71,35.49,384.41,0
51.79990061273397,4.057181535967352,1110.18602579024,1
28.21,86.43,328.55,0
43.23,28.2,903.53,1
49.81,5.75,839.76,1
57.6,16.7,1053.23,1
59.33,31.77,747.46,1
36.06,39.67,44.58,0
54.94,8.28,863.36,1
41.17,23.57,970.04,1
20.369343779527444,23.52281376536762,386.8821957933029,0
34.36,52.62,647.89,0
58.02,28.01,712.66,1
44.53,16.27,732.73,1
50.36,13.88,1009.97,1
48.65,19.51,832.05,1
34.13522338929949,53.610958105972756,774.6344425420938,0
42.86,65.2,157.68,0
37.0,21.92,632.9,0
59.73,24.62,1077.55,1
57.64,7.59,1044.15,1
43.18,32.64,159.0,0
56.97,14.87,975.03,1
42.77,14.63,15.446036055346568,1
52.45,31.99,857.02,1
42.08,21.91,615.26,1
57.08,27.66,1054.84,0
18.46,29.2,81.15,0
22.2,34.58,705.99,0
41.78,89.32,397.95,0
51.64,24.47,765.23,1
16.01,39.76,415.59,0
50.0,33.07,939.7,1
31.35,70.12,52.66,0
34.91,89.4,292.47,0
54.42,33.59,720.39,1
28.75,52.63,315.51,0
59.82,22.04,1161.11,1
48.01,9.28,708.73,1
25.08,42.09,400.55,0
52.09,21.97,634.91,1
25.47,25.68,34.09,0
18.23,50.21,188.17,0
21.45,66.63,271.84,0
43.72,62.66,415.09,0
57.47,5.21,836.26,0
47.06,24.94,874.21,1
44.14,74.08,318.61,0
35.43,54.17,460.14,0
56.47,32.88,677.11,1
41.22,26.97,622.06,1
55.44,16.02,805.91,1
23.97,57.54,540.92,0
43.91,21.19,872.18,1
53.06,26.94,1101.64,1
28.2,31.19,222.32,0
17.74,67.26,106.48,0
38.94,45.54,59.16,0
50.94,23.74,1106.8,1
57.37,29.12,1135.99,1
56.48,15.27,1111.57,1
25.14,47.09,266.11,0
47.68,8.15,1166.16,1
50.13,22.14,684.13,1
41.95,8.29,1007.23,1
52.29,17.26,809.09,1
37.6,64.49,271.0,0
44.37,7.9,1031.84,1
39.47,58.63,599.78,0
54.75,7.02,704.3,1
27.47,75.84,743.35,0
15.15,63.26,318.68,0
59.29,19.76,1189.95,1
34.43,85.57,220.44,0
16.37,45.23,635.27,0
22.78,71.47,587.5,0
54.58,30.0,619.89,1
42.82,25.5,691.8,1
38.54,36.55,182.97,0
28.73,21.0,400.6,0
47.5,32.22,891.74,1
47.89,25.9,1012.05,1
51.49,20.0,1115.57,0
30.35,81.9,99.65,0
25.39,69.01,580.98,0
20.88,61.73,260.4,0
53.03,17.82,1171.95,1
57.34,32.05,1036.14,1
47.57,6.79,816.71,1
38.79,49.58,755.81,0
46.17,12.09,618.25,1
35.63,29.76,626.05,0
33.42,80.06,73.91,0
27.84,54.9,667.0,0
17.31,26.27,121.89,0
47.76,12.5,1027.53,1
46.51,31.34,820.51,1
18.57,37.84,742.44,0
19.62,77.89,673.16,0
58.95,12.06,1031.35,1
